UserName,GPA
s971804102,14.98
s981804203,14.98
s981804207,16.98
s981804210,16.98
s981804211,15.98
s981804213,17.98
s981804217,15.98
s981804218,16.98
s981804219,16.99
s981804220,18.91
s981804222,19.91
s981804223,15.76
s971804114,13.65
s981804212,14.87
s991804235,13.87
s961802121,13.87
s961804105,17.87
