UserName,GPA
s971601107,12.12
s951601135,14.11
s971601109,13.14
s971601118,17.11
s971601122,16.11
s971601125,17.13
s971601126,13.18
s971601127,15.99
s971601133,16.78
s971601136,18.11
s971601138,19.32
s971601141,16.65
s961601109,17.32
s961601122,15.99
s961601131,14.54
s991601221,15.76
s961601130,13.98
s961601120,17.77
s961601106,18.81
