ExamID,Title,UserName,IPAddress,Browser,EntranceTime,ExamEndTime,FinalGrade
3222,سواللات بخش عمومی,s981206218,5.218.214.245,Firefox 88.0,2021-04-29 21:00:11.597,2021-04-29 21:49:09.660,7.00
3222,سواللات بخش عمومی,s981206224,5.123.76.51,Chrome 90.0,2021-04-29 21:00:16.740,NULL,0.00
3222,سواللات بخش عمومی,s981206223,5.218.152.192,Chrome 90.0,2021-04-29 21:00:42.867,NULL,0.00
3222,سواللات بخش عمومی,s981206225,69.194.73.185,Chrome 90.0,2021-04-29 21:00:05.707,2021-04-29 21:48:19.237,13.00
3222,سواللات بخش عمومی,s981206232,164.215.229.76,Safari 14.0,2021-04-29 21:00:14.583,2021-04-29 21:48:08.313,12.00
3222,سواللات بخش عمومی,s981206230,89.34.150.240,Chrome 90.0,2021-04-29 21:00:18.287,2021-04-29 21:48:58.423,9.00
3222,سواللات بخش عمومی,s981206231,5.22.50.143,Chrome 90.0,2021-04-29 21:00:11.037,2021-04-29 21:51:00.543,9.00
3222,سواللات بخش عمومی,s981206226,5.250.64.235,Chrome 85.0,2021-04-29 21:00:54.100,2021-04-29 21:49:24.037,15.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206226,69.194.111.72,Chrome 85.0,2021-05-09 12:20:42.380,2021-05-09 12:45:47.503,12.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206231,158.58.43.255,Chrome 90.0,2021-05-09 12:20:26.177,2021-05-09 12:50:06.070,11.30
3340,آفات گیاهان باغبانی- میان ترم 2,s981206230,89.47.132.117,Chrome 90.0,2021-05-09 12:21:15.240,2021-05-09 12:50:21.193,14.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206232,86.57.112.138,Safari 14.0,2021-05-09 12:20:05.753,2021-05-09 12:49:01.707,13.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206205,NULL,NULL,NULL,NULL,0.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206225,5.53.56.17,Chrome 90.0,2021-05-09 12:21:49.037,2021-05-09 12:49:14.270,14.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206223,86.57.50.175,Chrome 90.0,2021-05-09 12:20:50.943,NULL,16.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206224,5.124.4.29,Chrome 89.0,2021-05-09 12:21:06.380,2021-05-09 12:50:34.773,13.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206218,5.250.8.41,Firefox 88.0,2021-05-09 12:20:13.863,2021-05-09 12:49:46.347,11.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206215,93.110.139.137,Chrome 90.0,2021-05-09 12:20:11.613,2021-05-09 12:47:49.510,16.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206212,5.123.123.152,Chrome 88.0,2021-05-09 12:20:19.347,2021-05-09 12:50:45.947,17.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206209,5.75.126.106,Chrome 89.0,2021-05-09 12:20:15.067,2021-05-09 12:48:54.540,17.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206208,5.218.55.84,Chrome 85.0,2021-05-09 12:20:16.393,2021-05-09 12:46:58.913,11.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206204,93.110.142.117,Chrome 86.0,2021-05-09 12:20:06.457,2021-05-09 12:37:48.583,15.00
3340,آفات گیاهان باغبانی- میان ترم 2,s981206202,5.250.3.153,Chrome 58.0,2021-05-09 12:20:30.553,2021-05-09 12:49:30.957,10.00
3340,آفات گیاهان باغبانی- میان ترم 2,s971206901,5.22.90.250,Firefox 68.0,2021-05-09 12:20:06.473,2021-05-09 12:49:41.847,16.00
3359,پرورش سبزی- سیب زمینی,s971206901,93.110.83.80,Firefox 68.0,2021-05-11 10:30:11.497,2021-05-11 10:35:03.440,15.00
3359,پرورش سبزی- سیب زمینی,s971206128,89.43.103.203,Chrome 89.0,2021-05-11 10:30:08.387,2021-05-11 10:34:40.030,15.00
3359,پرورش سبزی- سیب زمینی,s971206127,5.75.75.190,Chrome 68.0,2021-05-11 10:30:38.140,2021-05-11 10:35:34.777,13.00
3359,پرورش سبزی- سیب زمینی,s971206122,5.250.89.204,Chrome 90.0,2021-05-11 10:30:10.683,2021-05-11 10:33:10.120,13.00
3359,پرورش سبزی- سیب زمینی,s971206121,5.53.41.47,Chrome 87.0,2021-05-11 10:30:10.810,2021-05-11 10:33:59.853,13.00
3359,پرورش سبزی- سیب زمینی,s971206118,5.22.97.209,Chrome 90.0,2021-05-11 10:30:04.933,2021-05-11 10:35:36.590,15.00
3359,پرورش سبزی- سیب زمینی,s971206117,151.247.120.15,Chrome 90.0,2021-05-11 10:32:43.867,2021-05-11 10:35:50.870,13.00
3359,پرورش سبزی- سیب زمینی,s971206115,5.218.77.125,Chrome 80.0,2021-05-11 10:30:22.843,2021-05-11 10:34:47.483,13.00
3359,پرورش سبزی- سیب زمینی,s971206108,93.110.192.187,Chrome 38.0,2021-05-11 10:30:16.013,2021-05-11 10:34:54.987,13.00
3359,پرورش سبزی- سیب زمینی,s971206107,86.57.75.135,Chrome 87.0,2021-05-11 10:30:05.793,2021-05-11 10:33:54.543,17.00
3359,پرورش سبزی- سیب زمینی,s971206106,5.218.149.113,Firefox 88.0,2021-05-11 10:30:04.683,2021-05-11 10:34:32.890,16.00
3359,پرورش سبزی- سیب زمینی,s971206113,5.22.106.20,Chrome 81.0,2021-05-11 10:30:29.233,2021-05-11 10:34:39.923,11.00
3359,پرورش سبزی- سیب زمینی,s971206112,5.218.215.16,Chrome 90.0,2021-05-11 10:30:08.090,2021-05-11 10:33:56.497,12.40
3359,پرورش سبزی- سیب زمینی,s971206111,5.127.112.76,Chrome 90.0,2021-05-11 10:30:11.463,2021-05-11 10:34:36.220,12.00
3359,پرورش سبزی- سیب زمینی,s971206110,188.215.206.71,Firefox 88.0,2021-05-11 10:30:11.153,2021-05-11 10:35:57.550,13.00
3359,پرورش سبزی- سیب زمینی,s971206104,5.218.8.236,Chrome 87.0,2021-05-11 10:30:05.933,2021-05-11 10:33:14.630,17.00
3359,پرورش سبزی- سیب زمینی,s971206101,93.110.20.175,Chrome 88.0,2021-05-11 10:30:12.293,2021-05-11 10:33:19.630,14.00
3359,پرورش سبزی- سیب زمینی,s971206105,5.124.254.32,Chrome 71.0,2021-05-11 10:33:41.930,2021-05-11 10:34:53.487,13.00
4597,پرورش سبزی- صیفی جات,s971206105,5.218.154.152,Chrome 71.0,2021-06-01 10:30:09.293,2021-06-01 10:32:16.773,14.00
4597,پرورش سبزی- صیفی جات,s971206101,5.218.220.159,Chrome 88.0,2021-06-01 10:30:11.840,2021-06-01 10:33:46.927,14.00
4597,پرورش سبزی- صیفی جات,s971206104,5.250.80.190,Chrome 87.0,2021-06-01 10:30:06.370,2021-06-01 10:33:05.503,14.00
4597,پرورش سبزی- صیفی جات,s971206110,5.22.110.129,Firefox 88.0,2021-06-01 10:30:09.247,2021-06-01 10:34:57.660,12.00
4597,پرورش سبزی- صیفی جات,s971206111,5.127.160.78,Chrome 90.0,2021-06-01 10:30:07.527,2021-06-01 10:34:05.930,13.00
4597,پرورش سبزی- صیفی جات,s971206112,5.218.10.22,Chrome 90.0,2021-06-01 10:30:06.107,2021-06-01 10:33:31.880,12.00
4597,پرورش سبزی- صیفی جات,s971206113,93.110.42.248,Chrome 90.0,2021-06-01 10:30:06.747,2021-06-01 10:33:50.443,12.00
4597,پرورش سبزی- صیفی جات,s971206106,5.250.127.99,Firefox 88.0,2021-06-01 10:30:15.450,2021-06-01 10:34:12.430,15.00
4597,پرورش سبزی- صیفی جات,s971206107,69.194.125.115,Chrome 87.0,2021-06-01 10:30:07.450,2021-06-01 10:34:15.367,16.00
4597,پرورش سبزی- صیفی جات,s971206108,85.239.202.20,Chrome 44.0,2021-06-01 10:30:43.967,2021-06-01 10:33:43.240,10.60
4597,پرورش سبزی- صیفی جات,s971206115,130.255.199.183,Chrome 80.0,2021-06-01 10:30:10.260,2021-06-01 10:33:59.630,13.30
4597,پرورش سبزی- صیفی جات,s971206117,5.124.155.220,Chrome 90.0,2021-06-01 10:30:07.667,2021-06-01 10:31:57.400,14.00
4597,پرورش سبزی- صیفی جات,s971206118,69.194.123.43,Chrome 90.0,2021-06-01 10:30:05.980,2021-06-01 10:34:16.197,11.00
4597,پرورش سبزی- صیفی جات,s971206121,37.255.152.8,Chrome 87.0,2021-06-01 10:30:09.497,2021-06-01 10:33:33.897,10.00
4597,پرورش سبزی- صیفی جات,s971206122,158.58.66.222,Chrome 91.0,2021-06-01 10:30:08.543,2021-06-01 10:33:28.693,10.00
4597,پرورش سبزی- صیفی جات,s971206127,5.250.33.9,Chrome 87.0,2021-06-01 10:30:09.667,NULL,0.00
4597,پرورش سبزی- صیفی جات,s971206128,89.43.101.46,Chrome 89.0,2021-06-01 10:30:08.903,2021-06-01 10:33:36.177,12.00
4597,پرورش سبزی- صیفی جات,s971206901,5.218.206.239,Firefox 81.0,2021-06-01 10:30:13.260,2021-06-01 10:34:02.883,13.00
4624,مهارت میوه کاری 1,s971206128,188.159.2.86,Chrome 89.0,2021-06-03 10:00:09.073,2021-06-03 10:07:58.567,11.00
4624,مهارت میوه کاری 1,s971206127,185.120.244.5,Chrome 87.0,2021-06-03 10:00:18.463,NULL,0.00
4624,مهارت میوه کاری 1,s971206122,5.218.213.81,Chrome 90.0,2021-06-03 10:00:09.840,2021-06-03 10:07:10.603,13.00
4624,مهارت میوه کاری 1,s971206901,85.239.193.64,Firefox 81.0,2021-06-03 10:00:46.090,2021-06-03 10:10:34.547,18.00
4624,مهارت میوه کاری 1,s971206121,5.124.67.0,Chrome 87.0,2021-06-03 10:00:05.963,2021-06-03 10:08:19.747,12.00
4624,مهارت میوه کاری 1,s971206118,69.194.114.12,Chrome 90.0,2021-06-03 10:00:03.697,2021-06-03 10:11:00.407,10.00
4624,مهارت میوه کاری 1,s971206117,5.123.174.224,Safari 13.1,2021-06-03 10:00:12.760,2021-06-03 10:07:00.290,11.00
4624,مهارت میوه کاری 1,s971206115,130.255.251.9,Chrome 80.0,2021-06-03 10:00:14.323,2021-06-03 10:09:41.033,11.00
4624,مهارت میوه کاری 1,s971206107,69.194.102.221,Chrome 87.0,2021-06-03 10:00:08.417,2021-06-03 10:09:06.307,13.00
4624,مهارت میوه کاری 1,s971206113,164.138.137.61,Chrome 81.0,2021-06-03 10:00:11.277,2021-06-03 10:09:25.700,13.00
4624,مهارت میوه کاری 1,s971206112,5.218.16.247,Chrome 90.0,2021-06-03 10:00:05.760,2021-06-03 10:07:33.933,10.00
4624,مهارت میوه کاری 1,s971206111,5.127.208.174,Chrome 90.0,2021-06-03 10:00:03.073,2021-06-03 10:08:16.920,10.00
4624,مهارت میوه کاری 1,s971206110,2.184.145.224,Firefox 88.0,2021-06-03 10:00:10.183,NULL,0.00
4624,مهارت میوه کاری 1,s971206104,164.138.162.50,Chrome 87.0,2021-06-03 10:00:07.980,2021-06-03 10:07:29.480,12.00
4624,مهارت میوه کاری 1,s971206101,69.194.66.142,Firefox 33.0,2021-06-03 10:00:14.573,2021-06-03 10:08:26.123,10.00
4624,مهارت میوه کاری 1,s971206105,164.138.147.117,Chrome 71.0,2021-06-03 10:00:07.247,2021-06-03 10:06:09.610,7.00
4624,مهارت میوه کاری 1,s971206106,93.110.10.218,Firefox 88.0,2021-06-03 10:00:12.213,2021-06-03 10:08:44.447,13.00
5718,پايان ترم آفات گياهان باغباني,s971206901,5.124.89.106,Firefox 81.0,2021-06-22 09:00:27.803,2021-06-22 09:38:17.527,18.00
5718,پايان ترم آفات گياهان باغباني,s981206202,5.250.14.43,Chrome 91.0,2021-06-22 09:02:16.957,2021-06-22 09:43:38.883,14.00
5718,پايان ترم آفات گياهان باغباني,s981206204,85.239.206.1,Chrome 86.0,2021-06-22 09:00:05.567,2021-06-22 09:38:37.437,13.00
5718,پايان ترم آفات گياهان باغباني,s981206208,5.218.70.79,Chrome 85.0,2021-06-22 09:00:09.003,2021-06-22 09:40:42.370,16.00
5718,پايان ترم آفات گياهان باغباني,s981206209,37.254.37.126,Chrome 90.0,2021-06-22 09:00:19.850,2021-06-22 09:40:15.863,19.00
5718,پايان ترم آفات گياهان باغباني,s981206212,85.239.209.16,Chrome 72.0,2021-06-22 09:00:31.327,2021-06-22 09:46:26.320,17.00
5718,پايان ترم آفات گياهان باغباني,s981206215,5.234.52.51,Chrome 91.0,2021-06-22 09:00:15.490,2021-06-22 09:33:56.207,15.00
5718,پايان ترم آفات گياهان باغباني,s981206218,5.218.150.144,Firefox 89.0,2021-06-22 09:00:37.207,2021-06-22 09:44:34.253,12.00
5718,پايان ترم آفات گياهان باغباني,s981206224,164.138.139.71,Chrome 90.0,2021-06-22 09:00:55.287,2021-06-22 09:44:08.767,17.00
5718,پايان ترم آفات گياهان باغباني,s981206223,46.245.109.23,Chrome 91.0,2021-06-22 09:01:00.537,NULL,0.00
5718,پايان ترم آفات گياهان باغباني,s981206225,93.110.18.38,Chrome 91.0,2021-06-22 09:00:07.003,2021-06-22 09:36:22.163,12.00
5718,پايان ترم آفات گياهان باغباني,s981206205,5.218.40.41,Chrome 61.0,2021-06-22 09:00:06.880,2021-06-22 09:37:09.393,18.00
5718,پايان ترم آفات گياهان باغباني,s981206232,86.57.118.158,Safari 14.1,2021-06-22 09:00:15.147,2021-06-22 09:41:36.213,15.00
5718,پايان ترم آفات گياهان باغباني,s981206230,5.72.105.234,Chrome 91.0,2021-06-22 09:00:08.817,2021-06-22 09:44:46.130,12.00
5718,پايان ترم آفات گياهان باغباني,s981206231,93.110.24.214,Chrome 87.0,2021-06-22 09:00:18.693,2021-06-22 09:37:52.710,16.00
5718,پايان ترم آفات گياهان باغباني,s981206226,69.194.76.30,Chrome 85.0,2021-06-22 09:01:11.663,2021-06-22 09:36:18.820,18.00
6101,پرورش سبزی پایان ترم,s971206128,188.159.20.187,Chrome 89.0,2021-06-23 10:30:14.793,2021-06-23 10:44:59.163,17.00
