UserName,GPA
s991303404,13.99
s991303407,15.98
s991303405,14.66
s981303409,13.98
s991303414,17.99
s991303402,18.12
s991303406,16.98
s991303409,15.98
s991303413,14.55
s991303412,17.98
s991303408,19.99
s991303401,20.00
s991303403,18.12
